CaseId,Q4_1,Q4_2,Q4_3,Q4_4,PartyID,Ideology,Gender,Age4,Age7,White,Black,Hispanic,Asian,Education5,Income6,SexismOrder,HostileSexism1,HostileSexism2,HostileSexism3,HostileSexism4,BenevolentSexism1,BenevolentSexism2,BenevolentSexism3,BenevolentSexism4,MilAssert1,MilAssert2,MilAssert3,MaleName,FemaleName,StayOut,NotEngage,Engage,FemaleOpp,FemaleUS,DemocratUS,MM_StayOut,MM_NotEngage,MM_Engage,FM_StayOut,FM_NotEngage,FM_Engage,MF_StayOut,MF_NotEngage,MF_Engage,FF_StayOut,FF_NotEngage,FF_Engage,Disapproval,DisapprovalBinary,AttentionCheck1,AttentionCheck2,AttentionCheck3,AttentionCheck,RegimeConfounding,NonWhiteConfounding,BlackConfounding,HispanicConfounding
5816,Democrat,Casualties,US,Attack,7,7,1,4,5,1,0,0,0,3,3,1,2,2,2,1,5,5,6,6,2,3,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,2,10,0,0,0
7678,Peaceful,Wise,Intelligent,Guarded,4,NA,1,2,2,1,0,0,0,3,3,1,6,5,5,4,2,2,3,6,3,4,4,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,1,3,-8,1,0,0
1123,Inconsistent,Challenged,Untrustworthy,Unbelievable,5,6,1,4,6,1,0,0,0,2,6,0,2,1,2,1,2,1,2,4,4,4,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,0,0,0
7473,Brave,Candid,Smart,Prgmatic,3,NA,0,2,3,0,0,0,1,5,5,1,5,2,2,3,2,2,4,5,5,4,5,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,-10,0,0,0
5849,Defensive,Strategic,Firm,Resolve,5,7,1,2,2,1,0,0,0,5,3,1,2,2,2,1,5,2,5,6,1,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,3,6,0,0,0
6707,Weak,Uninformed,Scared,Nervous,3,2,1,3,5,1,0,0,0,4,5,1,4,3,5,4,1,2,4,6,4,3,4,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,0,1,2,-10,0,0,0
554,Cares,Difficult situations,Fair,Kindness,5,3,1,3,5,1,0,0,0,4,3,0,4,1,1,1,5,3,3,5,3,3,2,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,1,3,-6,0,0,0
6973,determined,powerful,leadership,helpful,4,4,1,2,3,0,0,0,1,5,4,1,3,1,2,5,2,2,2,5,3,4,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,2,-10,0,0,0
6290,New,Scared,untrained,selfish,4,NA,0,1,2,1,0,0,0,3,3,0,4,3,4,2,4,4,2,6,2,3,3,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,1,4,0,0,0
5225,ineffective,coward,deliberator,disruptive,1,3,1,4,5,1,0,0,0,4,1,1,3,1,3,2,4,4,4,4,4,4,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,1,1,3,-6,0,0,0
2602,Unbelievable,Incapable,Nondescript,Plausible,5,4,0,2,2,1,0,0,0,3,5,1,4,6,4,3,3,4,3,3,2,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,1,0,2,-4,NA,NA,NA
7239,timid,untrustworthy,not honest,undependable,2,2,0,4,6,1,0,0,0,2,3,1,3,3,4,4,3,2,3,5,2,4,4,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,1,1,3,-8,0,0,0
5885,Strong Willed,Decisive,Leader,Determined,2,4,1,1,2,1,0,0,0,3,2,0,4,5,4,3,2,3,4,6,2,1,4,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,-6,0,0,0
412,Inconsistent,Untrustworthy,Inexperienced,Unfortunate,5,6,1,1,1,1,0,0,0,4,2,0,3,3,1,2,1,1,1,6,1,4,2,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,1,1,3,-2,0,0,0
6703,male,neutral,unbiased,undecided,6,6,1,1,2,1,0,0,0,4,1,0,3,1,2,1,5,4,6,6,1,3,3,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0,2,2,0,0,0
4923,Authority,Decision Maker,Accountable to God,Leader,4,NA,1,3,4,0,1,0,0,3,4,0,3,3,5,1,5,4,6,6,3,4,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,1,2,-10,1,0,0
374,weak,indecisive,vacillating,losing,2,5,0,4,7,1,0,0,0,5,3,0,2,3,2,5,4,4,5,5,3,3,3,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,1,1,1,0,2,0,1,0,0
2196,arrogant,misinformed,bad,worthless,6,2,0,3,5,0,0,1,0,3,4,1,2,2,2,3,4,5,6,4,3,4,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,1,0,1,0,0,0,0
129,who,what,where,why,5,6,0,3,5,1,0,0,0,2,3,1,4,3,4,2,3,3,3,4,2,4,2,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,1,3,-8,0,0,0
7491,Interventionist,Aggressive,Non diplomatic,Imprudent,5,3,0,4,7,0,0,0,0,3,2,1,3,3,3,3,2,3,3,3,4,3,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,1,1,3,6,0,0,0
3319,Afraid,Smart,Favored,Unhelpful,2,2,0,1,1,1,0,0,0,3,4,1,6,3,5,4,4,3,4,3,2,4,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,3,0,0,0,0
1089,Uninformed,Unsure,I'll advised,Cautious,3,4,0,4,6,1,0,0,0,3,3,0,4,2,3,4,3,3,6,5,4,4,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,-10,0,0,0
3481,traitor,wimpy,unprotective,coward,3,2,0,4,6,0,0,0,0,3,3,0,5,6,5,5,2,2,5,5,5,5,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,1,1,1,1,3,-6,0,0,0
3990,Whimsical,Indecisive,Untrustworthy,Weak,2,2,1,2,2,0,0,0,1,5,3,0,4,2,4,2,4,1,6,6,1,5,4,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,1,1,3,-10,0,0,0
2885,Scared,Unconfident,Conservative,Blind,3,5,1,1,2,1,0,0,0,2,2,1,6,3,6,6,3,2,1,6,2,4,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,1,1,1,3,8,0,0,0
4877,uncommited,insupportive,weak,coward,5,6,0,3,4,1,0,0,0,5,6,1,2,2,1,1,4,2,4,5,2,2,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,1,1,3,-4,0,0,0
3537,Weak,Spineless,Passive,Scared,6,5,1,2,3,0,0,0,0,3,2,0,4,1,2,5,6,5,5,5,2,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,1,1,1,3,6,0,0,0
2684,Patriot,Bold,Democrat,Woman,2,2,0,2,3,1,0,0,0,3,6,1,6,2,4,1,4,4,6,6,3,5,5,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,1,2,-10,1,1,0
1940,Liar,Dumb,Talk,Man,5,7,0,2,3,0,0,1,0,3,2,0,1,1,2,1,6,5,4,6,1,2,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,3,0,0,0,0
697,communicate,more,before,action,6,4,0,4,6,0,1,0,0,1,2,0,1,5,1,1,2,4,6,6,1,4,4,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,2,-6,0,0,0
4092,Peace,Keeper,For weaker,Countries,2,3,0,3,4,1,0,0,0,4,3,1,3,3,4,3,1,3,6,6,5,2,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,3,-10,1,0,0
5867,Tough,misinformed,pressure,approval,2,3,0,2,3,0,0,1,0,3,3,0,6,4,4,4,3,3,5,6,3,4,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,1,2,1,0,0
4371,Female,lacking council,weak,not committed,1,2,0,4,6,1,0,0,0,3,3,1,1,1,4,6,3,1,5,6,3,5,3,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,1,3,-8,0,0,0
6694,Coward,Weak,Unamerican,Unprotective,2,2,0,2,3,1,0,0,0,2,4,1,4,4,3,1,3,3,2,4,2,4,5,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,1,0,1,2,-8,0,0,0
1672,unfair,fair,approve,NEITHER,6,3,0,1,1,0,0,0,1,3,2,1,3,4,4,4,3,3,4,4,2,2,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0
4292,Complicated,Frustrated,Unsure,Torn,7,6,0,3,4,0,1,0,0,3,3,1,1,1,1,1,3,1,6,6,2,1,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,1,3,-10,0,0,0
5214,horrible,incompetent,not obama,i wish it was obama,7,6,0,1,2,0,0,1,0,4,2,1,5,3,5,4,3,2,5,3,2,2,4,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,2,1,0,0
3921,cautious,thoughtless,blind,unconcerned,7,6,1,3,5,1,0,0,0,2,1,0,2,2,1,1,5,4,2,5,4,4,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,1,0,2,-10,0,0,0
3971,Conservative,Democratic,Diplomatic,Switzerland,7,4,1,3,4,0,0,1,0,3,3,1,2,1,2,1,6,5,1,3,2,2,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,0,1,2,-10,0,0,0
4201,Observed,Decided,Waited,Nothing,2,3,1,4,5,1,0,0,0,3,6,1,4,1,4,3,4,4,6,6,3,5,5,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,1,1,3,-2,NA,NA,NA
6462,Hate,Money,Nuke,Hurricanes,4,NA,0,2,2,1,0,0,0,2,3,0,2,2,5,5,3,3,4,4,3,3,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,-8,1,0,0
479,seious,threatening,aggressive,cinfident,4,4,1,4,6,1,0,0,0,4,3,1,3,1,4,1,2,2,6,6,4,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,1,1,3,-8,0,0,0
6404,gullible,passive,peaceful,respectful,1,2,0,3,5,1,0,0,0,3,5,1,5,2,5,2,2,3,6,6,5,5,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,3,-10,1,1,0
299,Weak,Dishonest,Scared,Weak,6,4,0,1,2,1,0,0,0,4,2,1,3,3,2,1,4,4,4,4,3,4,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,3,0,0,0,0
6477,Level headed,Hesitant,Deescalating conflict,98,6,6,1,2,3,1,0,0,0,3,3,1,3,3,2,1,4,3,5,6,2,4,2,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,1,3,-4,0,0,0
4737,Wrong,Decisions,Unprepared,Scared,4,4,1,2,3,0,0,1,0,3,3,1,5,6,2,3,3,3,6,6,3,1,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,-2,0,0,0
5227,Decisive,Fair,Rational,Accountable,3,6,0,3,4,0,0,0,0,4,4,0,4,3,3,4,4,4,5,2,4,4,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,3,-8,1,0,0
5866,Untrue,Scared,Backdown,Not strong,1,2,1,2,3,1,0,0,0,1,4,1,6,2,4,4,5,4,5,6,3,1,5,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,0,1,2,-10,0,0,0
1425,?,?,?,?,4,4,0,3,4,1,0,0,0,3,3,1,3,3,4,2,4,3,4,5,4,5,3,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,-10,1,0,0
7273,Untrustworthy,Confused,Disloyal,Conflicted,7,6,0,3,4,1,0,0,0,4,4,1,2,3,2,1,4,2,1,4,2,4,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,1,1,0,1,2,8,0,0,0
3981,Ignorant,Sad,Irresponsable,Vulgar,5,6,1,2,2,0,0,1,0,3,2,1,4,3,4,2,NA,4,2,4,3,2,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0
4668,Weak,Untruthful,Weak,Untruthful,3,6,0,2,2,1,0,0,0,3,3,0,5,2,4,5,2,2,2,5,4,4,4,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,7,1,1,1,1,3,-6,1,0,0
3758,Dam,Werid,Bad,Werid,6,NA,0,1,2,1,0,0,0,2,1,0,4,3,3,3,2,4,5,6,3,5,3,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,1,1,2,2,0,0,0
2010,political,weak,scared,naive,3,4,0,4,6,1,0,0,0,3,3,1,5,4,5,5,2,2,5,5,5,4,5,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7,1,1,0,1,2,-10,0,0,0
2894,98,98,98,98,3,2,0,4,6,0,0,1,0,3,2,0,5,5,5,5,3,3,5,5,4,4,4,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,1,1,1,3,-8,0,0,0
4757,n/a,n/a,n/a,n/a,6,4,1,1,2,0,0,0,1,5,3,0,2,3,1,1,1,1,1,5,1,1,5,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,1,0,1,1,2,6,0,0,0
4999,Reluctant,Stern,Hesitant,Resigned,7,6,0,2,2,1,0,0,0,4,3,1,2,1,1,1,3,2,4,3,1,3,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,1,1,1,3,-6,0,0,0
3041,Fine,Silly,Okay,Whatever,4,6,1,2,2,0,0,0,0,3,3,1,4,4,4,4,4,4,4,4,3,3,3,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0
2023,lazy,scared,non-trustworthy,unfaithful,4,6,1,1,1,0,0,1,0,3,4,0,1,1,3,1,5,1,1,4,3,2,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,1,1,3,-10,0,0,0
258,Dummy,Powertrip,Asshole,Clueless,4,4,1,2,2,1,0,0,0,2,1,1,1,4,3,1,2,2,4,3,2,1,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,1,1,-10,1,0,0
3055,Protective,Commanding,Questionable,Female,3,2,1,4,6,1,0,0,0,5,5,1,5,2,2,2,2,2,5,5,5,5,4,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,2,-10,0,0,0
2404,Weak,Fickle,Non committal,Diapointing,3,2,1,4,7,1,0,0,0,2,3,1,5,3,1,5,6,6,6,6,3,3,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,1,1,1,1,3,-10,0,0,0
5266,Firm,Confident,Peaceful,Female,7,6,1,2,3,1,0,0,0,3,4,0,1,1,1,1,1,1,1,1,1,1,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,1,3,-6,1,1,0
611,American,Fairtrade,Strong,Bold,1,3,0,3,5,1,0,0,0,2,3,1,3,3,4,4,3,5,6,6,1,4,5,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,1,-10,0,0,0
2075,Cautious,Reserved,Uninformed,Unintentional,6,6,0,3,4,1,0,0,0,4,4,1,1,2,1,1,4,4,6,6,3,3,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,1,3,-8,0,0,0
6617,Untrustworthy,Unreliable,Scared,Talker,2,2,1,4,5,0,0,1,0,3,2,0,3,2,2,1,2,4,5,6,4,5,5,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,1,1,3,-6,0,0,0
5523,cautious,scared,hesitant,self centered,6,6,0,2,2,1,0,0,0,3,1,1,4,4,3,4,3,3,4,4,2,4,3,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,1,3,-2,0,0,0
1270,Weak,Non compassion,Unworthy,Unworthy,1,1,0,3,4,0,0,1,0,2,4,0,4,5,5,5,3,4,4,5,5,5,5,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,3,-8,1,1,0
2125,Professional,Courteous,Smart,Reliable,2,2,0,2,2,1,0,0,0,2,2,0,6,5,6,6,2,2,4,6,5,5,5,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,1,-10,0,0,0
5466,Good,Smart,Innovative,Wise,7,6,1,4,6,1,0,0,0,2,1,1,2,2,6,3,6,6,6,6,5,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,3,10,0,0,0
6567,liberal,poor,judgement,no good,1,4,0,3,4,1,0,0,0,3,4,0,4,5,4,2,2,2,5,6,3,4,5,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,7,1,1,1,1,3,-2,0,0,0
5135,Idiot,Cheeto,Meh,No,6,4,0,1,1,0,0,1,0,2,1,0,2,1,4,2,3,4,3,4,2,4,3,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0
6719,98,98,98,98,5,6,1,1,2,0,1,0,0,3,1,0,1,1,2,2,6,6,6,6,2,3,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,1,0,1,-10,1,0,0
647,wrong,unrelieabl,untruthful,weak,4,4,1,3,5,1,0,0,0,2,2,1,5,2,5,3,2,3,3,3,2,4,3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,1,0,2,0,1,0,0
6190,careless,thoughtless,nor remorse,opinionated,5,4,1,2,3,0,1,0,0,3,4,0,6,1,1,1,2,1,5,1,3,1,3,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,-10,1,0,1
1838,Ignorant,Sexist,Blustering,Egomaniacal,5,6,0,2,2,1,0,0,0,5,5,0,1,1,1,1,4,4,3,6,1,3,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,-2,0,0,0
3640,Stupid,Idoit,Pig,Dumb,6,6,1,3,4,0,1,0,0,3,3,0,3,4,3,4,3,3,4,4,2,3,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,10,0,0,0
3794,Trying,Sometimes racist,Unimpressed,Don’t care,4,NA,0,3,4,0,1,0,0,2,3,0,2,2,5,5,4,4,4,4,3,3,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,1,2,0,0,0
5256,Denial,Stubborn,Cautious,Wrong,2,NA,1,2,3,1,0,0,0,4,3,1,3,2,4,3,3,4,4,5,4,5,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,3,6,0,0,0
3838,female,cautious,sensible,wary,4,3,0,4,5,1,0,0,0,3,5,1,2,1,3,1,5,5,6,6,2,4,2,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,2,-10,1,0,0
1242,hasty,blind,unsure,unnecessary,4,6,0,2,3,0,0,1,0,3,4,0,1,1,6,5,1,2,6,6,4,4,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,1,1,3,-6,0,0,0
5994,stubborn,narrow,stuck,inflexible,6,4,1,3,4,1,0,0,0,4,5,0,1,1,5,2,1,1,5,5,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,1,1,1,0,2,-4,0,0,0
1657,Democrat,Woman,President,CaUTIOS,1,2,0,3,5,1,0,0,0,4,5,0,4,3,4,3,1,2,2,6,5,4,5,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,1,3,0,0,0,0
1730,strong,brave,independant,yikes,1,1,0,3,5,1,0,0,0,5,2,1,6,4,3,3,3,3,4,4,4,5,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,3,4,0,0,0
7070,rational,experienced,commander,resolution,7,6,1,2,2,0,0,0,0,4,5,1,1,1,1,1,4,2,4,4,2,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,3,-2,0,0,0
3071,Ignorant,Dumb,Stupid,Worthless,NA,4,0,2,2,0,1,0,0,1,2,1,2,2,4,1,5,3,6,5,5,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,1,1,2,0,0,0,0
4284,Scared,Unsure,Blind,Weak,2,3,0,2,3,0,0,1,0,3,3,1,6,6,4,1,2,1,1,4,5,5,5,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,7,1,1,1,1,3,-10,0,0,0
6079,woman,democrat,coward,selfish,2,NA,1,2,3,1,0,0,0,4,5,0,4,4,4,3,4,3,1,4,2,3,3,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,1,1,3,0,1,0,0
4486,selfish,greedy,stupid,chaotic,4,NA,0,1,1,0,0,1,0,1,4,0,3,2,4,4,3,4,3,2,4,4,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,4,0,0,0
7118,Childish,Ignorant,Wasteful,Dumb,3,4,1,2,2,1,0,0,0,3,3,0,5,6,3,3,4,2,5,6,4,2,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,1,1,2,-10,1,0,1
4045,Almost,Did,It,Right,5,4,0,2,2,1,0,0,0,3,2,1,5,3,1,1,3,4,4,6,3,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0,1,2,0,0,0
3445,98,98,98,98,2,2,0,1,1,1,0,0,0,3,3,1,3,2,2,1,4,3,4,5,4,4,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,-6,0,0,0
5202,Cautious,Neutral,Indecisive,Coward,6,5,0,1,1,0,0,1,0,3,3,0,5,4,4,5,3,3,2,5,2,3,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,2,-8,1,0,0
3036,Liar,Weak,Scared,Non leader,4,NA,1,1,2,1,0,0,0,3,3,0,5,4,5,5,3,3,1,5,3,4,5,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,1,3,-6,0,0,0
4256,Non confrontational,Tactful,Patient,Wary,3,3,0,3,5,1,0,0,0,5,5,1,4,4,4,4,3,2,5,4,4,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,1,1,3,-4,0,0,0
7060,Thoughtful,Caring,Reserved,Compassionate,5,6,0,4,6,0,1,0,0,3,2,0,1,1,1,1,3,4,2,5,2,4,2,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,0,1,2,-8,0,0,0
887,None,None,None,None,7,5,0,3,5,0,0,1,0,3,5,0,3,4,3,3,4,4,3,2,2,2,3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7,1,1,0,1,2,-6,0,0,0
594,strong,decisive,correct,female,4,4,1,4,5,1,0,0,0,3,5,1,2,1,1,1,5,3,1,2,4,4,4,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1,3,-8,0,0,0
4845,Reasonable,Demanding,Reluctant,Strategic,3,4,0,4,5,1,0,0,0,4,4,0,2,2,2,2,5,3,3,5,3,4,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,1,1,3,-2,0,0,0
4649,weak,scared,uninformed,faithless,4,3,0,3,4,1,0,0,0,2,3,1,3,4,3,3,4,4,6,6,4,4,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,1,3,-10,0,0,0
1656,Na,Na,Na,Na,5,6,0,3,4,1,0,0,0,4,5,0,1,1,1,1,5,4,6,6,3,4,3,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,1,3,0,0,0,0
318,Courage,Leadership,Law & order,Freedom,5,5,0,2,3,0,0,0,0,3,2,1,1,1,4,4,5,5,5,5,4,4,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,3,10,0,0,0
5667,Racist,ignorant,selfish,Weak,7,4,1,1,2,0,1,0,0,2,1,1,1,1,1,1,6,6,6,6,1,4,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,1,1,0,1,2,-2,1,0,0
5058,Bad,Decision,Maker,Fail,5,6,1,2,2,0,0,1,0,3,2,1,4,1,2,2,5,2,5,5,1,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,1,1,0,0,1,-4,0,0,0
5663,98,98,98,98,4,3,1,3,4,1,0,0,0,4,5,1,2,2,5,3,4,4,5,5,2,4,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,1,3,-10,NA,NA,NA
6306,Racist,Liar,Billionaire,Powerful,1,2,0,2,3,0,0,1,0,3,3,1,2,2,1,3,1,2,1,6,5,5,5,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,-10,1,0,1
